us_state,date,Count,MedianPrice,DesignerCount
Louisiana,2019-04,1,9.99,0.0
Louisiana,2019-05,11,19.99,0.0
Louisiana,2019-06,7,14.99,0.0
Louisiana,2019-07,1,9.99,0.0
Louisiana,2019-08,1,9.99,0.0
Maine,2017-11,4,10.0,0.0
Maine,2017-12,10,10.0,0.0
Maine,2018-01,9,10.0,0.0
Maine,2018-02,4,10.0,0.0
Maine,2018-03,1,10.0,0.0
Maine,2018-04,1,10.0,0.0
Maine,2018-06,4,10.0,0.0
Maine,2018-07,2,14.25,0.0
Maine,2018-08,2,10.5,0.0
Maine,2018-09,12,10.0,0.0
Maine,2018-10,23,10.0,0.0
Maine,2018-11,20,10.0,0.0
Maine,2018-12,20,8.0,0.0
Maine,2019-01,9,12.0,0.0
Maine,2019-02,5,15.0,0.0
Maine,2019-03,58,10.0,0.0
Maine,2019-04,13,15.0,0.0
Maine,2019-05,25,15.0,0.0
Maine,2019-06,18,12.5,0.0
Maine,2019-07,8,15.0,0.0
Maine,2019-08,9,15.0,0.0
Maine,2019-09,4,13.0,0.0
Maryland,2016-04,14,6.495,0.0
Maryland,2016-05,23,6.0,0.0
Maryland,2016-06,92,5.0,0.0
Maryland,2016-07,116,5.0,0.0
Maryland,2016-08,63,2.5,0.0
Maryland,2016-09,34,2.5,0.0
Maryland,2016-10,25,5.0,0.0
Maryland,2016-11,46,8.0,0.0
Maryland,2016-12,67,5.0,0.0
Maryland,2017-01,77,5.0,0.0
Maryland,2017-02,119,7.5,0.0
Maryland,2017-03,38,5.0,0.0
Maryland,2017-04,40,5.0,0.0
Maryland,2017-05,73,8.0,0.0
Maryland,2017-06,172,7.5,0.0
Maryland,2017-07,455,5.0,0.0
Maryland,2017-08,257,3.0,0.0
Maryland,2017-09,209,10.0,0.0
Maryland,2017-10,312,5.0,0.0
Maryland,2017-11,375,8.0,0.0
Maryland,2017-12,352,7.5,0.0
Maryland,2018-01,298,5.0,0.0
Maryland,2018-02,236,10.0,1.0
Maryland,2018-03,289,7.99,0.0
Maryland,2018-04,634,4.99,1.0
Maryland,2018-05,3077,4.99,0.0
Maryland,2018-06,6414,4.99,0.0
Maryland,2018-07,6532,4.99,0.0
Maryland,2018-08,6834,4.99,1.0
Maryland,2018-09,5834,9.99,0.0
Maryland,2018-10,7082,9.99,0.0
Maryland,2018-11,10089,9.99,0.0
Maryland,2018-12,7600,9.99,0.0
Maryland,2019-01,1506,9.99,0.0
Maryland,2019-02,1131,9.99,1.0
Maryland,2019-03,1770,9.99,1.0
Maryland,2019-04,4825,9.99,0.0
Maryland,2019-05,9298,11.99,2.0
Maryland,2019-06,7149,11.99,1.0
Maryland,2019-07,3652,11.99,0.0
Maryland,2019-08,3066,11.99,0.0
Maryland,2019-09,2719,11.99,0.0
Maryland,2019-10,5448,11.99,0.0
Maryland,2019-11,860,11.99,0.0
Maryland,2019-12,2061,11.99,0.0
Michegan,2017-04,8,7.99,0.0
Michegan,2017-05,3,7.99,0.0
Michegan,2017-06,4,6.99,0.0
Michegan,2017-07,5,7.99,0.0
Michegan,2017-08,5,6.99,0.0
Michegan,2017-09,12,5.99,0.0
Michegan,2017-10,7,5.99,0.0
Michegan,2017-11,20,7.99,0.0
Michegan,2017-12,24,9.99,0.0
Michegan,2018-01,26,9.99,0.0
Michegan,2018-02,9,9.99,0.0
Michegan,2018-03,14,9.99,0.0
Michegan,2018-04,7,7.99,0.0
Michegan,2018-05,18,7.99,0.0
Michegan,2018-06,39,7.99,0.0
Michegan,2018-07,6,7.99,0.0
Michegan,2018-08,3,12.99,0.0
Michegan,2018-10,4,8.39,0.0
Michegan,2018-11,6,7.99,0.0
Michegan,2018-12,11,7.99,0.0
Michegan,2019-01,15,7.99,0.0
Michegan,2019-02,9,7.99,0.0
Michegan,2019-03,15,5.99,0.0
Michegan,2019-04,2,5.99,0.0
Michegan,2019-05,2,9.99,0.0
Michegan,2019-07,1,9.99,0.0
Michigan,2014-07,165,9.95,0.0
Michigan,2014-08,168,11.95,0.0
Michigan,2014-09,94,9.95,0.0
Michigan,2014-10,138,10.95,0.0
Michigan,2014-11,97,11.95,0.0
Michigan,2014-12,81,11.95,1.0
Michigan,2015-01,99,11.95,0.0
Michigan,2015-02,116,11.95,2.0
Michigan,2015-03,153,9.95,0.0
Michigan,2015-04,158,9.95,0.0
Michigan,2015-05,130,9.95,0.0
Michigan,2015-06,170,11.95,0.0
Michigan,2015-07,174,11.95,0.0
Michigan,2015-08,157,11.95,0.0
Michigan,2015-09,132,9.975,0.0
Michigan,2015-10,84,9.95,0.0
Michigan,2015-11,58,11.95,2.0
Michigan,2015-12,44,12.95,0.0
Michigan,2016-01,82,8.95,0.0
Michigan,2016-02,60,8.0,0.0
Michigan,2016-03,76,9.45,0.0
Michigan,2016-04,101,9.02,0.0
Michigan,2016-05,74,9.95,1.0
Michigan,2016-06,98,9.0,0.0
Michigan,2016-07,156,9.95,0.0
Michigan,2016-08,97,9.95,0.0
Michigan,2016-09,119,9.99,0.0
Michigan,2016-10,76,9.99,0.0
Michigan,2016-11,64,9.99,0.0
Michigan,2016-12,51,6.0,0.0
Michigan,2017-01,49,6.0,0.0
Michigan,2017-02,77,7.0,0.0
Michigan,2017-03,64,7.995,0.0
Michigan,2017-04,87,7.99,0.0
Michigan,2017-05,76,7.99,0.0
Michigan,2017-06,69,7.99,2.0
Michigan,2017-07,55,7.99,1.0
Michigan,2017-08,79,7.99,0.0
Michigan,2017-09,67,7.99,0.0
Michigan,2017-10,94,7.99,0.0
Michigan,2017-11,79,7.99,0.0
Michigan,2017-12,147,7.99,1.0
Michigan,2018-01,92,7.99,0.0
Michigan,2018-02,92,7.99,0.0
Michigan,2018-03,136,9.99,0.0
Michigan,2018-04,174,10.0,0.0
Michigan,2018-05,107,7.99,1.0
Michigan,2018-06,65,7.99,0.0
Michigan,2018-07,34,9.99,0.0
Michigan,2018-08,64,9.99,1.0
Michigan,2018-09,47,9.99,1.0
Michigan,2018-10,68,9.99,1.0
Michigan,2018-11,52,9.99,0.0
Michigan,2018-12,40,9.99,0.0
Michigan,2019-01,44,9.99,0.0
Michigan,2019-02,32,9.99,0.0
Michigan,2019-03,45,9.99,0.0
Michigan,2019-04,63,9.99,0.0
Michigan,2019-05,73,9.99,0.0
Michigan,2019-06,46,9.99,0.0
Michigan,2019-07,58,9.99,0.0
Michigan,2019-08,66,9.99,0.0
Michigan,2019-09,7,9.99,0.0
Minnesota,2014-07,13,6.99,0.0
Minnesota,2014-08,24,9.99,0.0
Minnesota,2014-09,14,6.99,0.0
Minnesota,2014-10,22,6.99,0.0
Minnesota,2014-11,18,6.99,0.0
Minnesota,2014-12,22,6.99,0.0
Minnesota,2015-01,54,6.99,0.0
Minnesota,2015-02,96,6.99,0.0
Minnesota,2015-03,167,6.99,0.0
Minnesota,2015-04,178,6.99,0.0
Minnesota,2015-05,188,6.99,0.0
Minnesota,2015-06,228,6.99,0.0
Minnesota,2015-07,271,6.99,0.0
Minnesota,2015-08,304,6.99,0.0
Minnesota,2015-09,224,5.99,0.0
Minnesota,2015-10,240,6.99,0.0
Minnesota,2015-11,174,6.99,0.0
Minnesota,2015-12,227,6.99,0.0
Minnesota,2016-01,248,6.99,0.0
Minnesota,2016-02,151,6.99,0.0
Minnesota,2016-03,214,6.99,0.0
Minnesota,2016-04,343,6.99,0.0
Minnesota,2016-05,100,6.99,0.0
Minnesota,2016-06,77,6.99,0.0
Minnesota,2016-07,102,6.99,0.0
Minnesota,2016-08,71,6.99,0.0
Minnesota,2016-09,65,6.99,0.0
Minnesota,2016-10,106,6.99,1.0
Minnesota,2016-11,98,6.99,0.0
Minnesota,2016-12,153,6.99,0.0
Minnesota,2017-01,137,6.99,0.0
Minnesota,2017-02,172,6.99,0.0
Minnesota,2017-03,116,6.99,0.0
Minnesota,2017-04,105,6.99,1.0
Minnesota,2017-05,78,6.99,0.0
Minnesota,2017-06,40,6.99,0.0
Minnesota,2017-07,67,6.99,0.0
Minnesota,2017-08,93,6.99,0.0
Minnesota,2017-09,102,6.99,2.0
Minnesota,2017-10,133,6.99,0.0
Minnesota,2017-11,135,6.99,0.0
Minnesota,2017-12,212,4.99,0.0
Minnesota,2018-01,203,4.99,0.0
Minnesota,2018-02,289,4.99,0.0
Minnesota,2018-03,349,4.99,0.0
Minnesota,2018-04,224,4.99,0.0
Minnesota,2018-05,176,4.99,0.0
Minnesota,2018-06,201,4.99,0.0
Minnesota,2018-07,186,6.99,1.0
Minnesota,2018-08,149,5.99,0.0
Minnesota,2018-09,111,6.99,0.0
Minnesota,2018-10,176,5.99,0.0
Minnesota,2018-11,139,6.99,0.0
Minnesota,2018-12,122,6.99,0.0
Minnesota,2019-01,351,6.99,0.0
Minnesota,2019-02,263,6.99,0.0
Minnesota,2019-03,254,6.74,0.0
Minnesota,2019-04,190,5.99,0.0
Minnesota,2019-05,74,4.99,0.0
Minnesota,2019-06,83,4.99,0.0
Minnesota,2019-07,71,4.99,0.0
Minnesota,2019-08,54,4.99,0.0
Minnesota,2019-09,23,4.99,0.0
Mississippi,2014-09,1,11.0,0.0
Mississippi,2014-11,3,7.99,0.0
Mississippi,2014-12,3,7.99,0.0
Mississippi,2015-01,11,7.99,0.0
Mississippi,2015-02,17,7.99,0.0
Mississippi,2015-03,76,7.99,0.0
Mississippi,2015-04,59,7.99,0.0
Mississippi,2015-05,53,7.99,0.0
Mississippi,2015-06,39,6.95,0.0
Mississippi,2015-07,26,6.99,0.0
Mississippi,2015-08,55,6.95,0.0
Mississippi,2015-09,58,6.95,0.0
Mississippi,2015-10,34,6.95,0.0
Mississippi,2015-11,59,6.95,0.0
Mississippi,2015-12,36,6.99,0.0
Mississippi,2016-01,34,6.95,0.0
Mississippi,2016-02,100,6.95,0.0
Mississippi,2016-03,106,6.95,0.0
Mississippi,2016-04,67,6.95,0.0
Mississippi,2016-05,53,6.99,0.0
Mississippi,2016-06,39,6.95,0.0
Mississippi,2016-07,47,6.95,0.0
Mississippi,2016-08,38,6.95,0.0
Mississippi,2016-09,90,6.95,0.0
Mississippi,2016-10,34,6.95,0.0
Mississippi,2016-11,29,6.95,0.0
Mississippi,2016-12,22,6.99,0.0
Mississippi,2017-01,29,6.95,0.0
Mississippi,2017-02,107,6.95,0.0
Mississippi,2017-03,74,6.95,0.0
Mississippi,2017-04,78,6.95,0.0
Mississippi,2017-05,74,6.95,0.0
Mississippi,2017-06,43,6.95,0.0
Mississippi,2017-07,36,6.95,0.0
Mississippi,2017-08,50,6.95,0.0
Mississippi,2017-09,35,6.95,0.0
Mississippi,2017-10,37,6.95,0.0
Mississippi,2017-11,33,6.95,0.0
Mississippi,2017-12,44,6.95,0.0
Mississippi,2018-01,17,6.95,0.0
Mississippi,2018-02,38,6.95,0.0
Mississippi,2018-03,14,6.95,0.0
Mississippi,2018-04,29,6.95,0.0
Mississippi,2018-05,15,6.95,0.0
Mississippi,2018-06,19,6.95,0.0
Mississippi,2018-07,5,6.95,0.0
Mississippi,2018-08,14,7.45,3.0
Mississippi,2018-09,7,8.0,0.0
Mississippi,2018-10,1,7.99,0.0
Mississippi,2018-11,1,9.99,0.0
Mississippi,2018-12,2,7.970000000000001,0.0
Mississippi,2019-02,3,9.99,0.0
Mississippi,2019-03,5,9.99,0.0
Mississippi,2019-06,2,10.99,0.0
Missouri,2014-07,3,7.0,0.0
Missouri,2014-08,7,9.0,0.0
Missouri,2014-09,2,9.0,0.0
Missouri,2014-10,1,15.0,0.0
Missouri,2014-11,10,13.46,0.0
Missouri,2015-01,1,13.75,0.0
Missouri,2015-02,2,8.75,0.0
Missouri,2015-03,2,11.0,0.0
Missouri,2015-04,3,20.99,0.0
Missouri,2015-06,2,7.0,0.0
Missouri,2015-07,1,16.0,0.0
Missouri,2015-09,2,22.5,0.0
Missouri,2015-12,2,24.0,0.0
Missouri,2016-01,3,10.0,0.0
Missouri,2016-03,2,6.0,0.0
Missouri,2016-05,2,4.0,0.0
Missouri,2016-06,2,3.0,0.0
Missouri,2016-07,4,4.0,0.0
Missouri,2016-08,2,5.0,0.0
Missouri,2016-09,1,24.0,0.0
Missouri,2016-10,1,10.77,0.0
Missouri,2016-11,4,7.5,0.0
Missouri,2016-12,2,15.5,0.0
Missouri,2017-01,11,11.0,0.0
Missouri,2017-02,22,5.0,0.0
Missouri,2017-03,9,10.0,0.0
Missouri,2017-04,6,5.0,0.0
Missouri,2017-05,42,5.0,0.0
Missouri,2017-06,5,7.0,0.0
Missouri,2017-07,15,5.0,0.0
Missouri,2017-08,8,6.0,0.0
Missouri,2017-09,9,5.0,0.0
Missouri,2017-10,5,5.0,0.0
Missouri,2017-11,4,5.0,0.0
Missouri,2017-12,4,5.0,0.0
Missouri,2018-01,4,10.5,0.0
Missouri,2018-02,12,10.0,0.0
Missouri,2018-03,2,6.5,0.0
Missouri,2018-04,2,36.0,0.0
Missouri,2018-05,2,13.0,0.0
Missouri,2018-06,4,14.495,0.0
Missouri,2018-07,1,19.0,0.0
Missouri,2018-08,7,9.99,0.0
Missouri,2018-09,21,14.99,0.0
Missouri,2018-10,2,7.995,0.0
Missouri,2018-12,7,60.0,0.0
Missouri,2019-03,7,15.99,1.0
Missouri,2019-04,1,14.99,0.0
Missouri,2019-05,3,14.99,0.0
Missouri,2019-06,1,245.0,1.0
Missouri,2019-07,3,5.0,0.0
Missouri,2019-08,3,19.99,1.0
Montana,2014-07,1,15.0,0.0
Montana,2014-09,2,6.49,0.0
Montana,2014-10,2,6.99,0.0
Montana,2014-11,3,9.99,0.0
Montana,2014-12,4,5.99,0.0
Montana,2015-01,6,7.495,0.0
Montana,2015-02,7,5.99,0.0
Montana,2015-03,7,7.99,0.0
Montana,2015-04,10,7.99,0.0
Montana,2015-05,19,7.99,0.0
Montana,2015-06,11,7.99,0.0
Montana,2015-07,11,7.99,0.0
Montana,2015-08,2,9.0,0.0
Montana,2015-09,14,7.99,0.0
Montana,2015-10,16,7.99,0.0
Montana,2015-11,8,7.99,0.0
Montana,2015-12,10,12.105,0.0
Montana,2016-01,16,7.99,0.0
Montana,2016-02,4,7.99,0.0
Montana,2016-03,11,7.99,0.0
Montana,2016-04,10,10.435,0.0
Montana,2016-05,12,8.49,0.0
Montana,2016-06,15,7.99,0.0
Montana,2016-07,33,7.99,0.0
Montana,2016-08,26,7.99,0.0
Montana,2016-09,24,7.99,0.0
Montana,2016-10,15,7.99,0.0
Montana,2016-11,10,7.99,0.0
Montana,2016-12,15,7.99,0.0
Montana,2017-01,27,7.99,0.0
Montana,2017-02,29,7.99,0.0
Montana,2017-03,39,7.99,0.0
Montana,2017-04,37,7.99,0.0
Montana,2017-05,49,7.99,0.0
Montana,2017-06,28,7.99,0.0
Montana,2017-07,26,7.99,0.0
Montana,2017-08,32,7.99,0.0
Montana,2017-09,21,7.99,0.0
Montana,2017-10,43,7.99,0.0
Montana,2017-11,39,7.99,0.0
Montana,2017-12,41,7.99,0.0
Montana,2018-01,49,7.99,0.0
Montana,2018-02,24,7.99,0.0
Montana,2018-03,41,7.99,0.0
Montana,2018-04,25,7.99,0.0
Montana,2018-05,12,7.99,0.0
Montana,2018-06,15,9.99,0.0
Montana,2018-07,26,9.99,0.0
Montana,2018-08,20,9.99,0.0
Montana,2018-09,13,9.99,0.0
Montana,2018-10,50,9.99,1.0
Montana,2018-11,8,9.99,0.0
Montana,2018-12,22,9.99,0.0
Montana,2019-01,32,5.99,0.0
Montana,2019-02,12,9.99,1.0
Montana,2019-03,7,9.99,0.0
Montana,2019-04,17,9.99,0.0
Montana,2019-05,5,9.99,0.0
Montana,2019-06,3,9.99,0.0
Montana,2019-07,19,9.99,0.0
Montana,2019-08,11,5.99,0.0
Montana,2019-09,1,9.99,0.0
Nevada,2014-07,25,14.0,4.0
Nevada,2014-08,26,9.5,4.0
Nevada,2014-09,24,12.0,0.0
Nevada,2014-10,85,7.95,8.0
Nevada,2014-11,80,6.95,4.0
Nevada,2014-12,135,6.95,8.0
Nevada,2015-01,97,6.95,1.0
Nevada,2015-02,82,9.95,4.0
Nevada,2015-03,113,9.95,3.0
Nevada,2015-04,100,9.95,6.0
Nevada,2015-05,101,9.95,6.0
Nevada,2015-06,90,9.95,6.0
Nevada,2015-07,99,9.95,5.0
Nevada,2015-08,138,9.95,3.0
Nevada,2015-09,121,9.95,7.0
Nevada,2015-10,82,10.975,3.0
Nevada,2015-11,100,10.95,2.0
Nevada,2015-12,92,9.95,9.0
Nevada,2016-01,221,9.95,2.0
Nevada,2016-02,176,9.95,5.0
Nevada,2016-03,217,9.95,0.0
Nevada,2016-04,476,9.95,3.0
Nevada,2016-05,344,9.95,2.0
Nevada,2016-06,269,9.95,0.0
Nevada,2016-07,499,9.95,9.0
Nevada,2016-08,359,9.95,4.0
Nevada,2016-09,263,9.95,5.0
Nevada,2016-10,399,9.95,2.0
Nevada,2016-11,462,9.95,3.0
Nevada,2016-12,367,9.95,3.0
Nevada,2017-01,565,9.95,7.0
Nevada,2017-02,698,9.95,2.0
Nevada,2017-03,554,9.95,8.0
Nevada,2017-04,543,9.95,9.0
Nevada,2017-05,703,8.95,5.0
Nevada,2017-06,449,8.95,16.0
Nevada,2017-07,704,11.0,5.0
Nevada,2017-08,281,8.95,1.0
Nevada,2017-12,2,12.475,0.0
Nevada,2018-01,16,9.95,0.0
Nevada,2018-02,9,13.01,1.0
Nevada,2018-03,19,9.95,1.0
Nevada,2018-04,20,9.45,0.0
Nevada,2018-05,32,9.95,9.0
Nevada,2018-06,26,9.95,6.0
Nevada,2018-07,19,15.11,7.0
Nevada,2018-08,22,12.575,3.0
Nevada,2018-09,7,16.0,2.0
Nevada,2018-10,10,28.990000000000002,0.0
Nevada,2018-11,9,17.98,2.0
Nevada,2018-12,30,9.95,3.0
Nevada,2019-01,117,9.95,8.0
Nevada,2019-02,91,9.95,4.0
Nevada,2019-03,82,9.95,1.0
Nevada,2019-04,46,9.95,2.0
Nevada,2019-05,83,9.95,1.0
Nevada,2019-06,124,9.95,1.0
Nevada,2019-07,138,7.95,0.0
Nevada,2019-08,197,9.95,3.0
Nevada,2019-09,47,9.95,3.0
New Jersey,2014-07,18,5.99,0.0
New Jersey,2014-08,16,6.49,0.0
New Jersey,2014-09,5,5.99,1.0
New Jersey,2014-10,11,5.99,0.0
New Jersey,2014-11,6,5.99,0.0
New Jersey,2015-01,2,9.99,0.0
New Jersey,2015-02,1,14.64,0.0
New Jersey,2015-05,9,9.99,0.0
New Jersey,2015-06,11,9.99,0.0
New Jersey,2015-07,10,7.99,0.0
New Jersey,2015-08,8,7.49,0.0
New Jersey,2015-09,8,7.49,0.0
New Jersey,2015-10,8,8.49,0.0
New Jersey,2015-11,13,6.99,0.0
New Jersey,2015-12,23,6.99,1.0
New Jersey,2016-01,22,6.99,0.0
New Jersey,2016-02,18,6.99,0.0
New Jersey,2016-03,8,6.49,0.0
New Jersey,2016-04,16,6.99,0.0
New Jersey,2016-05,10,10.49,0.0
New Jersey,2016-06,10,4.99,0.0
New Jersey,2016-07,6,4.99,0.0
New Jersey,2016-09,2,10.495000000000001,0.0
New Jersey,2016-10,12,5.99,1.0
New Jersey,2016-11,13,4.99,0.0
New Jersey,2016-12,26,5.99,0.0
New Jersey,2017-01,30,5.99,0.0
New Jersey,2017-02,34,5.99,0.0
New Jersey,2017-03,23,5.99,0.0
New Jersey,2017-04,20,5.99,0.0
New Jersey,2017-05,12,7.49,0.0
New Jersey,2017-06,25,4.99,0.0
New Jersey,2017-07,27,4.99,0.0
New Jersey,2017-08,26,4.99,0.0
New Jersey,2017-09,16,4.99,0.0
New Jersey,2017-10,10,9.99,0.0
New Jersey,2017-11,7,9.99,0.0
New Jersey,2017-12,8,9.99,0.0
New Jersey,2018-01,3,9.99,0.0
New Jersey,2018-02,1,14.99,0.0
New Jersey,2018-04,2,46.5,0.0
New Jersey,2018-06,5,11.99,0.0
New Jersey,2018-07,14,9.99,0.0
New Jersey,2018-08,22,9.99,0.0
New Jersey,2018-09,13,9.99,2.0
New Jersey,2018-10,6,15.989999999999998,1.0
New Jersey,2019-01,8,12.49,1.0
New Jersey,2019-02,5,9.99,0.0
New Jersey,2019-03,7,9.99,2.0
New Jersey,2019-04,20,11.01,1.0
New Jersey,2019-05,22,9.99,0.0
New Jersey,2019-06,51,9.99,5.0
New Jersey,2019-07,101,9.99,2.0
New Jersey,2019-08,111,9.99,1.0
New Jersey,2019-09,30,9.99,1.0
New York,2014-07,14,6.0,0.0
New York,2014-08,2,5.0,0.0
New York,2014-09,7,6.0,0.0
New York,2014-10,4,6.0,0.0
New York,2014-11,18,7.0,0.0
New York,2014-12,18,7.995,0.0
New York,2015-01,11,7.99,0.0
New York,2015-02,22,7.99,0.0
New York,2015-03,29,7.99,0.0
New York,2015-04,21,9.99,0.0
New York,2015-05,6,7.99,0.0
New York,2015-06,2,6.99,0.0
New York,2015-07,6,8.99,0.0
New York,2015-08,2,7.99,0.0
New York,2015-09,5,7.99,0.0
New York,2015-10,1,6.99,0.0
New York,2015-12,11,7.99,0.0
New York,2016-01,24,7.99,0.0
New York,2016-02,7,7.99,0.0
New York,2016-03,3,8.99,0.0
New York,2016-04,7,8.99,0.0
New York,2016-05,3,9.99,0.0
New York,2016-06,5,8.99,0.0
New York,2016-07,12,8.99,0.0
New York,2016-08,5,8.99,0.0
New York,2016-09,6,9.995000000000001,0.0
New York,2016-10,15,8.99,0.0
New York,2016-11,1,13.0,0.0
New York,2016-12,9,9.99,0.0
New York,2017-01,5,9.99,0.0
New York,2017-02,5,9.99,0.0
New York,2017-03,5,9.99,0.0
New York,2017-04,3,9.99,0.0
New York,2017-05,7,9.99,0.0
New York,2017-06,3,9.99,0.0
New York,2017-07,7,9.99,0.0
New York,2017-08,2,9.99,0.0
New York,2017-09,2,14.065000000000001,0.0
New York,2017-10,5,9.99,0.0
New York,2017-11,7,10.99,0.0
New York,2017-12,10,10.99,0.0
New York,2018-01,6,10.99,0.0
New York,2018-03,3,15.99,0.0
New York,2018-04,8,10.99,0.0
New York,2018-05,8,10.995000000000001,0.0
New York,2018-06,2,10.995000000000001,0.0
New York,2018-07,1,16.99,0.0
New York,2018-08,9,10.99,0.0
New York,2018-09,2,10.49,0.0
New York,2018-10,19,9.99,0.0
New York,2018-11,6,10.99,0.0
New York,2018-12,5,19.99,0.0
New York,2019-01,5,9.99,0.0
New York,2019-02,5,9.99,0.0
New York,2019-03,2,10.99,0.0
New York,2019-04,7,29.99,0.0
New York,2019-05,7,29.99,0.0
New York,2019-06,2,9.99,0.0
New York,2019-07,2,10.99,0.0
New York,2019-08,14,10.99,0.0
Ohio,2014-07,108,5.0,0.0
Ohio,2014-08,80,5.0,0.0
Ohio,2014-09,46,5.0,0.0
Ohio,2014-10,102,5.0,0.0
Ohio,2014-11,100,5.0,0.0
Ohio,2014-12,141,5.0,0.0
Ohio,2015-01,114,5.0,0.0
Ohio,2015-02,94,5.0,0.0
Ohio,2015-03,132,5.0,1.0
Ohio,2015-04,188,5.0,0.0
Ohio,2015-05,143,5.0,0.0
Ohio,2015-06,250,5.0,0.0
Ohio,2015-07,246,5.0,0.0
Ohio,2015-08,220,5.0,0.0
Ohio,2015-09,176,5.0,0.0
Ohio,2015-10,140,5.0,0.0
Ohio,2015-11,141,5.0,0.0
Ohio,2015-12,161,5.0,0.0
Ohio,2016-01,249,5.0,0.0
Ohio,2016-02,118,5.0,0.0
